MunicipalityID,Department Name,Municipality Name,COD_DANE,NOM_DEPART,NOM_MUNICI,COD_DANE
12517,NORTE DE SANTANDER,OCANA,54498,NORTE DE SANTANDER,OCANA,54498
12172,NORTE DE SANTANDER,PAMPLONA,54518,NORTE DE SANTANDER,PAMPLONA,54518
11816,NORTE DE SANTANDER,PAMPLONITA,54520,NORTE DE SANTANDER,PAMPLONITA,54520
12039,NORTE DE SANTANDER,PUERTO SANTANDER,54553,NORTE DE SANTANDER,PUERTO SANTANDER,54553
11666,NORTE DE SANTANDER,RAGONVALIA,54599,NORTE DE SANTANDER,RAGONVALIA,54599
12260,NORTE DE SANTANDER,SALAZAR,54660,NORTE DE SANTANDER,SALAZAR,54660
12456,NORTE DE SANTANDER,SAN CALIXTO,54670,NORTE DE SANTANDER,SAN CALIXTO,54670
12545,NORTE DE SANTANDER,SAN CAYETANO,54673,NORTE DE SANTANDER,SAN CAYETANO,54673
12173,NORTE DE SANTANDER,SANTIAGO,54680,NORTE DE SANTANDER,SANTIAGO,54680
12276,NORTE DE SANTANDER,SARDINATA,54720,NORTE DE SANTANDER,SARDINATA,54720
12241,NORTE DE SANTANDER,SILOS,54743,NORTE DE SANTANDER,SILOS,54743
11742,NORTE DE SANTANDER,TEORAMA,54800,NORTE DE SANTANDER,TEORAMA,54800
12342,NORTE DE SANTANDER,TIBU,54810,NORTE DE SANTANDER,TIBU,54810
11730,NORTE DE SANTANDER,TOLEDO,54820,NORTE DE SANTANDER,TOLEDO,54820
12249,NORTE DE SANTANDER,VILLA CARO,54871,NORTE DE SANTANDER,VILLA CARO,54871
12439,NORTE DE SANTANDER,VILLA DEL ROSARIO,54874,NORTE DE SANTANDER,VILLA DEL ROSARIO,54874
12637,PUTUMAYO,COLON,86219,PUTUMAYO,COLON,86219
11603,PUTUMAYO,MOCOA,86001,PUTUMAYO,MOCOA,86001
12457,PUTUMAYO,ORITO,86320,PUTUMAYO,ORITO,86320
12112,PUTUMAYO,PUERTO ASIS,86568,PUTUMAYO,PUERTO ASIS,86568
11661,PUTUMAYO,PUERTO CAICEDO,86569,PUTUMAYO,PUERTO CAICEDO,86569
12028,PUTUMAYO,PUERTO GUZMAN,86571,PUTUMAYO,PUERTO GUZMAN,86571
11727,PUTUMAYO,LEGUIZAMO,86573,PUTUMAYO,PUERTO LEGUIZAMO,86573
11767,PUTUMAYO,SAN FRANCISCO,86755,PUTUMAYO,SAN FRANCISCO,86755
12092,PUTUMAYO,SAN MIGUEL,86757,PUTUMAYO,SAN MIGUEL,86757
12569,PUTUMAYO,SANTIAGO,86760,PUTUMAYO,SANTIAGO,86760
12113,PUTUMAYO,SIBUNDOY,86749,PUTUMAYO,SIBUNDOY,86749
11973,PUTUMAYO,VALLE DEL GUAMUEZ,86865,PUTUMAYO,VALLE DEL GUAMUEZ,86865
12643,PUTUMAYO,VILLAGARZON,86885,PUTUMAYO,VILLAGARZON,86885
11701,QUINDIO,ARMENIA,63001,QUINDÍO,ARMENIA,63001
11985,QUINDIO,BUENAVISTA,63111,QUINDÍO,BUENAVISTA,63111
11842,QUINDIO,CALARCA,63130,QUINDÍO,CALARCA,63130
12371,QUINDIO,CIRCASIA,63190,QUINDÍO,CIRCASIA,63190
12040,QUINDIO,CORDOBA,63212,QUINDÍO,CORDOBA,63212
11672,QUINDIO,FILANDIA,63272,QUINDÍO,FILANDIA,63272
12411,QUINDIO,GENOVA,63302,QUINDÍO,GENOVA,63302
11647,QUINDIO,LA TEBAIDA,63401,QUINDÍO,LA TEBAIDA,63401
12581,QUINDIO,MONTENEGRO,63470,QUINDÍO,MONTENEGRO,63470
12682,QUINDIO,PIJAO,63548,QUINDÍO,PIJAO,63548
12234,QUINDIO,QUIMBAYA,63594,QUINDÍO,QUIMBAYA,63594
11678,QUINDIO,SALENTO,63690,QUINDÍO,SALENTO,63690
11963,RISARALDA,APIA,66045,RISARALDA,APIA,66045
12257,RISARALDA,BALBOA,66075,RISARALDA,BALBOA,66075
11850,RISARALDA,BELEN DE UMBRIA,66088,RISARALDA,BELEN DE UMBRIA,66088
12518,RISARALDA,DOSQUEBRADAS,66170,RISARALDA,DOSQUEBRADAS,66170
12426,RISARALDA,GUATICA,66318,RISARALDA,GUATICA,66318
11870,RISARALDA,LA CELIA,66383,RISARALDA,LA CELIA,66383
12174,RISARALDA,LA VIRGINIA,66400,RISARALDA,LA VIRGINIA,66400
12546,RISARALDA,MARSELLA,66440,RISARALDA,MARSELLA,66440
12662,RISARALDA,MISTRATO,66456,RISARALDA,MISTRATO,66456
11928,RISARALDA,PEREIRA,66001,RISARALDA,PEREIRA,66001
12354,RISARALDA,PUEBLO RICO,66572,RISARALDA,PUEBLO RICO,66572
11598,RISARALDA,QUINCHIA,66594,RISARALDA,QUINCHIA,66594
12355,RISARALDA,SANTA ROSA DE CABAL,66682,RISARALDA,SANTA ROSA DE CABAL,66682
12672,RISARALDA,SANTUARIO,66687,RISARALDA,SANTUARIO,66687
12697,SAN ANDRES Y PROVIDECIA,PROVIDENCIA,88564,SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,PROVIDENCIA,88564
12020,ARCHIPIELAGO DE SAN ANDRES,SAN ANDRES,88001,SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,SAN ANDRES,88001
12698,SAN ANDRES Y PROVIDECIA,SANTA CATALINA,88564,SAN ANDRÉS PROVIDENCIA Y SANTA CATALINA,SANTA CATALINA,88564
11979,SANTANDER,AGUADA,68013,SANTANDER,AGUADA,68013
11659,SANTANDER,ALBANIA,68020,SANTANDER,ALBANIA,68020
11824,SANTANDER,ARATOCA,68051,SANTANDER,ARATOCA,68051
11847,SANTANDER,BARBOSA,68077,SANTANDER,BARBOSA,68077
11883,SANTANDER,BARICHARA,68079,SANTANDER,BARICHARA,68079
11991,SANTANDER,BARRANCABERMEJA,68081,SANTANDER,BARRANCABERMEJA,68081
11972,SANTANDER,BETULIA,68092,SANTANDER,BETULIA,68092
11777,SANTANDER,BOLIVAR,68101,SANTANDER,BOLIVAR,68101
12589,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
12673,SANTANDER,CABRERA,68121,SANTANDER,CABRERA,68121
12445,SANTANDER,CALIFORNIA,68132,SANTANDER,CALIFORNIA,68132
12096,SANTANDER,CAPITANEJO,68147,SANTANDER,CAPITANEJO,68147
12348,SANTANDER,CARCASI,68152,SANTANDER,CARCASI,68152
12383,SANTANDER,CEPITA,68160,SANTANDER,CEPITA,68160
12451,SANTANDER,CERRITO,68162,SANTANDER,CERRITO,68162
11964,SANTANDER,CHARALA,68167,SANTANDER,CHARALA,68167
12358,SANTANDER,CHARTA,68169,SANTANDER,CHARTA,68169
12639,SANTANDER,CHIMA,68176,SANTANDER,CHIMA,68176
11986,SANTANDER,CHIPATA,68179,SANTANDER,CHIPATA,68179
12372,SANTANDER,CIMITARRA,68190,SANTANDER,CIMITARRA,68190
11667,SANTANDER,CONCEPCION,68207,SANTANDER,CONCEPCION,68207
12065,SANTANDER,CONFINES,68209,SANTANDER,CONFINES,68209
12197,SANTANDER,CONTRATACION,68211,SANTANDER,CONTRATACION,68211
12635,SANTANDER,COROMORO,68217,SANTANDER,COROMORO,68217
11866,SANTANDER,CURITI,68229,SANTANDER,CURITI,68229
11929,SANTANDER,EL CARMEN DE CHUCURI,68235,SANTANDER,EL CARMEN,68235
12559,SANTANDER,EL GUACAMAYO,68245,SANTANDER,EL GUACAMAYO,68245
12111,SANTANDER,EL PENON,68250,SANTANDER,EL PENON,68250
12085,SANTANDER,EL PLAYON,68255,SANTANDER,EL PLAYON,68255
11619,SANTANDER,ENCINO,68264,SANTANDER,ENCINO,68264
11761,SANTANDER,ENCISO,68266,SANTANDER,ENCISO,68266
12129,SANTANDER,FLORIAN,68271,SANTANDER,FLORIAN,68271
11932,SANTANDER,FLORIDABLANCA,68276,SANTANDER,FLORIDABLANCA,68276
12663,SANTANDER,GALAN,68296,SANTANDER,GALAN,68296
12693,SANTANDER,GAMBITA,68298,SANTANDER,GAMBITA,68298
12078,SANTANDER,GIRON,68307,SANTANDER,GIRON,68307
11738,SANTANDER,GUACA,68318,SANTANDER,GUACA,68318
11641,SANTANDER,GUADALUPE,68320,SANTANDER,GUADALUPE,68320
11653,SANTANDER,GUAPOTA,68322,SANTANDER,GUAPOTA,68322
12361,SANTANDER,GUAVATA,68324,SANTANDER,GUAVATA,68324
12104,SANTANDER,GUEPSA,68327,SANTANDER,GUEPSA,68327
11843,SANTANDER,HATO,68344,SANTANDER,HATO,68344
12636,SANTANDER,JESUS MARIA,68368,SANTANDER,JESUS MARIA,68368
12287,SANTANDER,JORDAN,68370,SANTANDER,JORDAN,68370
11689,SANTANDER,LA BELLEZA,68377,SANTANDER,LA BELLEZA,68377
11876,SANTANDER,LA PAZ,68397,SANTANDER,LA PAZ,68397
12523,SANTANDER,LANDAZURI,68385,SANTANDER,LANDAZURI,68385
12646,SANTANDER,LEBRIJA,68406,SANTANDER,LEBRIJA,68406
12678,SANTANDER,LOS SANTOS,68418,SANTANDER,LOS SANTOS,68418
12519,SANTANDER,MACARAVITA,68425,SANTANDER,MACARAVITA,68425
11909,SANTANDER,MALAGA,68432,SANTANDER,MALAGA,68432
11608,SANTANDER,MATANZA,68444,SANTANDER,MATANZA,68444
12297,SANTANDER,MOGOTES,68464,SANTANDER,MOGOTES,68464
11867,SANTANDER,MOLAGAVITA,68468,SANTANDER,MOLAGAVITA,68468
11575,SANTANDER,OCAMONTE,68498,SANTANDER,OCAMONTE,68498
12271,SANTANDER,OIBA,68500,SANTANDER,OIBA,68500
12009,SANTANDER,ONZAGA,68502,SANTANDER,ONZAGA,68502
12261,SANTANDER,PALMAR,68522,SANTANDER,PALMAR,68522
12362,SANTANDER,PALMAS DEL SOCORRO,68524,SANTANDER,PALMAS DEL SOCORRO,68524
12137,SANTANDER,PARAMO,68533,SANTANDER,PARAMO,68533
12198,SANTANDER,PIEDECUESTA,68547,SANTANDER,PIEDECUESTA,68547
11817,SANTANDER,PINCHOTE,68549,SANTANDER,PINCHOTE,68549
12337,SANTANDER,PUENTE NACIONAL,68572,SANTANDER,PUENTE NACIONAL,68572
12349,SANTANDER,PUERTO PARRA,68573,SANTANDER,PUERTO PARRA,68573
12440,SANTANDER,PUERTO WILCHES,68575,SANTANDER,PUERTO WILCHES,68575
12298,SANTANDER,RIONEGRO,68615,SANTANDER,RIONEGRO,68615
12277,SANTANDER,SABANA DE TORRES,68655,SANTANDER,SABANA DE TORRES,68655
11745,SANTANDER,SAN ANDRES,68669,SANTANDER,SAN ANDRES,68669
12010,SANTANDER,SAN BENITO,68673,SANTANDER,SAN BENITO,68673
12537,SANTANDER,SAN GIL,68679,SANTANDER,SAN GIL,68679
12190,SANTANDER,SAN JOAQUIN,68682,SANTANDER,SAN JOAQUIN,68682
11858,SANTANDER,SAN JOSE DE MIRANDA,68684,SANTANDER,SAN JOSE DE MIRANDA,68684
11679,SANTANDER,SAN MIGUEL,68686,SANTANDER,SAN MIGUEL,68686
11633,SANTANDER,SAN VICENTE DE CHUCURI,68689,SANTANDER,SAN VICENTE DE CHUCURI,68689
11899,SANTANDER,SANTA BARBARA,68705,SANTANDER,SANTA BARBARA,68705
12582,SANTANDER,SANTA HELENA DEL OPON,68720,SANTANDER,SANTA HELENA DEL OPON,68720
12389,SANTANDER,SIMACOTA,68745,SANTANDER,SIMACOTA,68745
11837,SANTANDER,SOCORRO,68755,SANTANDER,SOCORRO,68755
12338,SANTANDER,SUAITA,68770,SANTANDER,SUAITA,68770
12510,SANTANDER,SUCRE,68773,SANTANDER,SUCRE,68773
12097,SANTANDER,SURATA,68780,SANTANDER,SURATA,68780
11945,SANTANDER,TONA,68820,SANTANDER,TONA,68820
11695,SANTANDER,VALLE DE SAN JOSE,68855,SANTANDER,VALLE DE SAN JOSE,68855
12498,SANTANDER,VELEZ,68861,SANTANDER,VELEZ,68861
12278,SANTANDER,VETAS,68867,SANTANDER,VETAS,68867
11614,SANTANDER,VILLANUEVA,68872,SANTANDER,VILLANUEVA,68872
12412,SANTANDER,ZAPATOCA,68895,SANTANDER,ZAPATOCA,68895
11599,SUCRE,BUENAVISTA,70110,SUCRE,BUENAVISTA,70110
12679,SUCRE,CAIMITO,70124,SUCRE,CAIMITO,70124
12041,SUCRE,CHALAN,70230,SUCRE,CHALAN,70230
11702,SUCRE,COLOSO,70204,SUCRE,COLOSO,70204
12011,SUCRE,COROZAL,70215,SUCRE,COROZAL,70215
11877,SUCRE,COVENAS,70221,SUCRE,COVENAS,70221
11680,SUCRE,EL ROBLE,70233,SUCRE,EL ROBLE,70233
12006,SUCRE,GALERAS,70235,SUCRE,GALERAS,70235
11582,SUCRE,GUARANDA,70265,SUCRE,GUARANDA,70265
12666,SUCRE,LA UNION,70400,SUCRE,LA UNION,70400
11878,SUCRE,LOS PALMITOS,70418,SUCRE,LOS PALMITOS,70418
12529,SUCRE,MAJAGUAL,70429,SUCRE,MAJAGUAL,70429
12377,SUCRE,MORROA,70473,SUCRE,MORROA,70473
11980,SUCRE,OVEJAS,70508,SUCRE,OVEJAS,70508
12012,SUCRE,PALMITO,70523,SUCRE,PALMITO,70523
12098,SUCRE,SAMPUES,70670,SUCRE,SAMPUES,70670
11879,SUCRE,SAN BENITO ABAD,70678,SUCRE,SAN BENITO ABAD,70678
12513,SUCRE,SAN JUAN DE BETULIA,70702,SUCRE,SAN JUAN DE BETULIA,70702
12590,SUCRE,SAN MARCOS,70708,SUCRE,SAN MARCOS,70708
11793,SUCRE,SAN ONOFRE,70713,SUCRE,SAN ONOFRE,70713
12343,SUCRE,SAN PEDRO,70717,SUCRE,SAN PEDRO,70717
11591,SUCRE,SAN LUIS DE SINCE,70742,SUCRE,SINCE,70742
12288,SUCRE,SINCELEJO,70001,SUCRE,SINCELEJO,70001
12520,SUCRE,SUCRE,70771,SUCRE,SUCRE,70771
12221,SUCRE,SANTIAGO DE TOLU,70820,SUCRE,TOLU,70820
12001,SUCRE,TOLU VIEJO,70823,SUCRE,TOLUVIEJO,70823
12585,TOLIMA,ALPUJARRA,73024,TOLIMA,ALPUJARRA,73024
12483,TOLIMA,ALVARADO,73026,TOLIMA,ALVARADO,73026
12686,TOLIMA,AMBALEMA,73030,TOLIMA,AMBALEMA,73030
11818,TOLIMA,ANZOATEGUI,73043,TOLIMA,ANZOATEGUI,73043
12242,TOLIMA,ARMERO,73055,TOLIMA,ARMERO,73055
11933,TOLIMA,ATACO,73067,TOLIMA,ATACO,73067
11615,TOLIMA,CAJAMARCA,73124,TOLIMA,CAJAMARCA,73124
11910,TOLIMA,CARMEN DE APICALA,73148,TOLIMA,CARMEN DE APICALA,73148
12667,TOLIMA,CASABIANCA,73152,TOLIMA,CASABIANCA,73152
11861,TOLIMA,CHAPARRAL,73168,TOLIMA,CHAPARRAL,73168
12674,TOLIMA,COELLO,73200,TOLIMA,COELLO,73200
11880,TOLIMA,COYAIMA,73217,TOLIMA,COYAIMA,73217
12226,TOLIMA,CUNDAY,73226,TOLIMA,CUNDAY,73226
12175,TOLIMA,DOLORES,73236,TOLIMA,DOLORES,73236
12469,TOLIMA,ESPINAL,73268,TOLIMA,ESPINAL,73268
12560,TOLIMA,FALAN,73270,TOLIMA,FALAN,73270
12247,TOLIMA,FLANDES,73275,TOLIMA,FLANDES,73275
12470,TOLIMA,FRESNO,73283,TOLIMA,FRESNO,73283
12530,TOLIMA,GUAMO,73319,TOLIMA,GUAMO,73319
12593,TOLIMA,HERVEO,73347,TOLIMA,HERVEO,73347
12313,TOLIMA,HONDA,73349,TOLIMA,HONDA,73349
12013,TOLIMA,IBAGUE,73001,TOLIMA,IBAGUE,73001
11952,TOLIMA,ICONONZO,73352,TOLIMA,ICONONZO,73352
12413,TOLIMA,LERIDA,73408,TOLIMA,LERIDA,73408
12640,TOLIMA,LIBANO,73411,TOLIMA,LIBANO,73411
12209,TOLIMA,MARIQUITA,73443,TOLIMA,MARIQUITA,73443
12675,TOLIMA,MELGAR,73449,TOLIMA,MELGAR,73449
12538,TOLIMA,MURILLO,73461,TOLIMA,MURILLO,73461
11936,TOLIMA,NATAGAIMA,73483,TOLIMA,NATAGAIMA,73483
12045,TOLIMA,ORTEGA,73504,TOLIMA,ORTEGA,73504
12484,TOLIMA,PALOCABILDO,73520,TOLIMA,PALOCABILDO,73520
11698,TOLIMA,PIEDRAS,73547,TOLIMA,PIEDRAS,73547
11830,TOLIMA,PLANADAS,73555,TOLIMA,PLANADAS,73555
11634,TOLIMA,PRADO,73563,TOLIMA,PRADO,73563
12694,TOLIMA,PURIFICACION,73585,TOLIMA,PURIFICACION,73585
12379,TOLIMA,RIOBLANCO,73616,TOLIMA,RIOBLANCO,73616
12061,TOLIMA,RONCESVALLES,73622,TOLIMA,RONCESVALLES,73622
11987,TOLIMA,ROVIRA,73624,TOLIMA,ROVIRA,73624
12594,TOLIMA,SALDANA,73671,TOLIMA,SALDANA,73671
12181,TOLIMA,SAN ANTONIO,73675,TOLIMA,SAN ANTONIO,73675
12047,TOLIMA,SAN LUIS,73678,TOLIMA,SAN LUIS,73678
12390,TOLIMA,SANTA ISABEL,73686,TOLIMA,SANTA ISABEL,73686
11685,TOLIMA,SUAREZ,73770,TOLIMA,SUAREZ,73770
12178,TOLIMA,VALLE DE SAN JUAN,73854,TOLIMA,VALLE DE SAN JUAN,73854
12066,TOLIMA,VENADILLO,73861,TOLIMA,VENADILLO,73861
12554,TOLIMA,VILLAHERMOSA,73870,TOLIMA,VILLAHERMOSA,73870
11781,TOLIMA,VILLARRICA,73873,TOLIMA,VILLARRICA,73873
12032,VALLE DEL CAUCA,ALCALA,76020,VALLE DEL CAUCA,ALCALA,76020
12330,VALLE DEL CAUCA,ANDALUCIA,76036,VALLE DEL CAUCA,ANDALUCIA,76036
11851,VALLE DEL CAUCA,ANSERMANUEVO,76041,VALLE DEL CAUCA,ANSERMANUEVO,76041
12380,VALLE DEL CAUCA,ARGELIA,76054,VALLE DEL CAUCA,ARGELIA,76054
11884,VALLE DEL CAUCA,BOLIVAR,76100,VALLE DEL CAUCA,BOLIVAR,76100
12629,VALLE DEL CAUCA,BUENAVENTURA,76109,VALLE DEL CAUCA,BUENAVENTURA,76109
11934,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,VALLE DEL CAUCA,BUGA,76111
11758,VALLE DEL CAUCA,BUGALAGRANDE,76113,VALLE DEL CAUCA,BUGALAGRANDE,76113
12227,VALLE DEL CAUCA,CAICEDONIA,76122,VALLE DEL CAUCA,CAICEDONIA,76122
12601,VALLE DEL CAUCA,CALI,76001,VALLE DEL CAUCA,CALI,76001
12327,VALLE DEL CAUCA,CALIMA,76126,VALLE DEL CAUCA,CALIMA,76126
11916,VALLE DEL CAUCA,CANDELARIA,76130,VALLE DEL CAUCA,CANDELARIA,76130
12474,VALLE DEL CAUCA,CARTAGO,76147,VALLE DEL CAUCA,CARTAGO,76147
12591,VALLE DEL CAUCA,DAGUA,76233,VALLE DEL CAUCA,DAGUA,76233
11766,VALLE DEL CAUCA,EL AGUILA,76243,VALLE DEL CAUCA,EL AGUILA,76243
12668,VALLE DEL CAUCA,EL CAIRO,76246,VALLE DEL CAUCA,EL CAIRO,76246
11751,VALLE DEL CAUCA,EL CERRITO,76248,VALLE DEL CAUCA,EL CERRITO,76248
11623,VALLE DEL CAUCA,EL DOVIO,76250,VALLE DEL CAUCA,EL DOVIO,76250
12258,VALLE DEL CAUCA,FLORIDA,76275,VALLE DEL CAUCA,FLORIDA,76275
12243,VALLE DEL CAUCA,GINEBRA,76306,VALLE DEL CAUCA,GINEBRA,76306
12168,VALLE DEL CAUCA,GUACARI,76318,VALLE DEL CAUCA,GUACARI,76318
12397,VALLE DEL CAUCA,JAMUNDI,76364,VALLE DEL CAUCA,JAMUNDI,76364
11723,VALLE DEL CAUCA,LA CUMBRE,76377,VALLE DEL CAUCA,LA CUMBRE,76377
12511,VALLE DEL CAUCA,LA UNION,76400,VALLE DEL CAUCA,LA UNION,76400
12262,VALLE DEL CAUCA,LA VICTORIA,76403,VALLE DEL CAUCA,LA VICTORIA,76403
11752,VALLE DEL CAUCA,OBANDO,76497,VALLE DEL CAUCA,OBANDO,76497
11690,VALLE DEL CAUCA,PALMIRA,76520,VALLE DEL CAUCA,PALMIRA,76520
11786,VALLE DEL CAUCA,PRADERA,76563,VALLE DEL CAUCA,PRADERA,76563
12363,VALLE DEL CAUCA,RESTREPO,76606,VALLE DEL CAUCA,RESTREPO,76606
12586,VALLE DEL CAUCA,RIOFRIO,76616,VALLE DEL CAUCA,RIOFRIO,76616
12053,VALLE DEL CAUCA,ROLDANILLO,76622,VALLE DEL CAUCA,ROLDANILLO,76622
11714,VALLE DEL CAUCA,SAN PEDRO,76670,VALLE DEL CAUCA,SAN PEDRO,76670
12279,VALLE DEL CAUCA,SEVILLA,76736,VALLE DEL CAUCA,SEVILLA,76736
11900,VALLE DEL CAUCA,TORO,76823,VALLE DEL CAUCA,TORO,76823
11859,VALLE DEL CAUCA,TRUJILLO,76828,VALLE DEL CAUCA,TRUJILLO,76828
11611,VALLE DEL CAUCA,TULUA,76834,VALLE DEL CAUCA,TULUA,76834
12435,VALLE DEL CAUCA,ULLOA,76845,VALLE DEL CAUCA,ULLOA,76845
12583,VALLE DEL CAUCA,VERSALLES,76863,VALLE DEL CAUCA,VERSALLES,76863
12384,VALLE DEL CAUCA,VIJES,76869,VALLE DEL CAUCA,VIJES,76869
11953,VALLE DEL CAUCA,YOTOCO,76890,VALLE DEL CAUCA,YOTOCO,76890
12367,VALLE DEL CAUCA,YUMBO,76892,VALLE DEL CAUCA,YUMBO,76892
12280,VALLE DEL CAUCA,ZARZAL,76895,VALLE DEL CAUCA,ZARZAL,76895
12043,VAUPES,CARURU,97161,VAUPÉS,CARURU,97161
11918,VAUPES,MITU,97001,VAUPÉS,MITU,97001
12669,VAUPES,PACOA,97511,VAUPÉS,PACOA,97511
12054,VAUPES,PAPUNAUA,97777,VAUPÉS,PAPUNAUA,97777
11734,VAUPES,TARAIRA,97666,VAUPÉS,TARAIRA,97666
11831,VAUPES,YAVARATE,97889,VAUPÉS,YAVARATE ,97889
12499,VICHADA,CUMARIBO,99773,VICHADA,CUMARIBO,99773
12070,VICHADA,LA PRIMAVERA,99524,VICHADA,LA PRIMAVERA,99524
12609,VICHADA,PUERTO CARRENO,99001,VICHADA,PUERTO CARRENO,99001
12049,VICHADA,SANTA ROSALIA,99624,VICHADA,SANTA ROSALIA,99624
